user_id,movie_id,rating,timestamp
463,187,3,2024-02-08 10:57:09
413,118,2,2024-05-29 20:39:39
409,115,2,2025-04-16 16:03:57
180,234,4,2025-11-03 20:46:40
163,50,5,2025-10-29 13:31:36
429,75,3,2024-05-03 02:47:01
22,46,4,2025-07-18 01:31:10
58,277,3,2024-04-27 15:09:57
41,154,1,2025-12-24 23:03:43
164,65,5,2024-02-10 09:05:08
295,234,5,2024-10-29 03:58:47
469,255,1,2025-06-26 00:43:13
463,73,4,2025-06-03 16:29:49
399,50,3,2025-09-18 02:30:48
537,48,5,2024-11-29 14:11:28
392,291,1,2025-11-13 14:55:58
362,38,2,2025-03-14 22:15:56
28,20,4,2025-06-12 05:54:54
477,17,1,2024-12-03 14:58:16
17,3,3,2025-05-09 08:56:47
206,263,5,2024-08-22 00:18:35
373,205,5,2024-08-23 03:25:25
481,128,3,2024-01-20 14:27:34
466,259,2,2025-01-19 10:15:31
77,123,2,2025-11-14 06:51:00
319,152,2,2024-05-08 05:33:34
215,30,5,2024-02-29 07:15:55
88,115,3,2024-11-05 17:55:59
36,196,3,2024-05-13 08:04:15
313,205,4,2024-12-27 20:07:33
145,174,2,2024-02-08 22:21:40
77,246,5,2025-06-18 21:40:17
219,262,4,2024-05-24 15:26:50
430,192,4,2024-08-14 13:00:46
551,274,5,2024-04-18 04:43:50
17,208,3,2024-03-21 03:38:45
80,65,4,2024-09-10 01:08:52
268,188,1,2024-07-19 21:48:07
250,208,2,2025-02-19 04:48:01
391,82,5,2024-12-20 00:23:59
169,264,2,2025-04-30 12:00:55
153,3,4,2024-10-26 07:45:27
258,96,5,2025-09-30 00:30:44
225,293,4,2024-07-14 05:53:37
403,38,3,2025-06-04 11:10:56
258,94,1,2025-08-25 17:19:54
495,201,5,2024-02-27 04:15:48
58,156,3,2024-07-26 17:45:11
72,15,2,2024-07-09 16:43:42
297,196,3,2024-05-10 00:13:14
599,187,5,2024-02-02 20:41:37
506,152,5,2024-03-25 19:20:51
518,186,2,2024-08-27 11:19:48
182,34,3,2025-07-31 01:22:09
308,182,5,2024-04-28 16:22:27
129,252,3,2025-05-17 00:14:47
162,274,4,2025-05-11 00:48:26
394,178,3,2025-07-27 11:21:07
479,191,1,2024-03-09 23:40:29
23,83,3,2024-06-04 17:10:45
477,44,3,2024-09-07 15:51:48
576,58,5,2024-01-21 01:30:52
90,147,5,2024-01-27 23:56:38
390,69,2,2025-12-07 21:54:33
87,65,4,2024-12-26 08:45:11
398,107,2,2025-11-04 21:30:47
47,138,5,2025-04-17 10:26:36
25,69,3,2025-07-24 18:26:11
14,131,3,2025-06-05 18:32:57
296,82,4,2025-01-13 11:28:13
385,15,5,2025-02-21 19:06:10
424,252,2,2024-12-03 12:30:49
16,188,5,2025-01-13 05:39:05
128,12,5,2025-06-02 02:15:40
285,281,1,2025-03-29 11:27:19
381,106,4,2024-09-04 10:55:55
319,293,4,2024-11-21 18:09:01
577,83,2,2025-11-29 08:49:23
137,117,3,2024-08-17 02:40:54
330,246,3,2025-03-07 05:26:38
215,65,3,2025-09-18 04:22:32
209,289,3,2025-10-03 04:20:54
154,66,3,2024-08-13 15:24:02
232,263,4,2025-06-05 09:40:59
362,191,3,2025-11-01 11:29:00
361,128,3,2025-12-01 18:42:46
224,4,5,2025-05-02 09:15:16
20,208,3,2025-09-24 13:03:35
144,181,5,2024-08-29 10:41:04
483,187,3,2024-05-22 04:08:02
162,297,2,2024-03-08 13:55:16
269,129,3,2024-06-06 03:31:43
302,166,3,2024-11-10 02:15:19
30,28,5,2025-06-26 19:49:07
87,176,1,2024-02-28 14:43:11
528,284,1,2024-03-01 23:59:04
89,182,4,2024-02-16 18:07:53
467,182,5,2025-05-20 06:54:48
468,5,3,2024-12-29 20:57:35
31,220,4,2025-01-04 20:45:13
180,147,1,2025-03-25 04:21:33
56,5,5,2024-02-20 10:42:17
395,83,1,2025-04-17 14:37:37
440,94,3,2025-06-07 08:03:43
119,273,1,2025-12-20 09:42:03
511,270,2,2025-06-08 18:42:39
488,62,4,2025-10-17 12:11:44
577,188,1,2024-06-17 01:16:34
515,121,3,2024-09-13 17:15:43
594,196,4,2025-01-01 04:29:44
15,205,1,2024-09-17 21:35:40
102,281,2,2025-08-26 00:12:00
158,157,3,2024-11-04 14:04:49
554,11,5,2024-06-29 10:26:28
598,80,5,2024-08-16 22:24:34
404,283,3,2025-08-15 09:45:56
589,248,2,2025-07-03 23:20:03
329,120,3,2025-05-21 20:28:07
442,130,1,2024-06-28 17:41:37
426,96,5,2024-11-29 01:58:27
421,109,4,2025-05-30 01:26:52
382,77,4,2025-09-20 11:30:11
483,40,1,2025-07-09 09:39:48
210,131,2,2025-10-10 11:55:21
324,179,3,2025-06-30 12:06:52
593,232,2,2024-08-06 22:11:29
572,260,3,2025-07-01 14:53:49
385,262,2,2024-06-06 10:37:40
308,262,5,2025-01-31 22:51:13
253,52,3,2025-12-19 20:33:21
585,192,5,2024-01-13 02:40:09
54,33,3,2025-02-04 08:24:29
334,52,3,2024-10-30 03:05:41
331,226,5,2025-04-09 14:07:19
382,65,2,2025-04-13 20:08:43
521,223,3,2024-12-24 03:16:38
465,193,1,2024-06-27 12:45:19
371,213,2,2025-03-18 02:40:41
333,217,2,2024-05-05 19:51:18
320,274,5,2025-01-14 03:56:10
145,130,2,2024-11-10 18:36:54
434,152,3,2025-02-26 19:50:29
384,142,2,2025-03-15 00:00:19
321,48,2,2025-01-26 00:29:29
159,271,3,2025-06-11 19:32:36
377,228,5,2024-08-16 06:13:10
196,228,3,2025-07-27 07:22:35
317,93,1,2024-12-17 13:12:58
301,176,3,2025-10-06 00:14:21
560,182,3,2024-09-03 23:16:24
600,65,4,2025-05-17 21:21:49
150,138,4,2025-04-05 09:08:34
542,115,5,2025-02-21 09:19:16
466,44,2,2025-11-14 16:37:05
222,236,2,2025-07-27 21:03:00
253,188,2,2025-06-12 11:29:43
512,125,5,2025-04-01 22:11:08
383,65,1,2024-08-30 07:41:22
528,248,2,2025-06-18 05:16:15
262,246,1,2025-01-06 00:19:16
80,146,4,2024-05-26 17:42:19
126,138,3,2024-10-03 17:09:00
131,274,4,2025-09-16 01:50:16
494,146,4,2025-06-23 05:17:17
123,1,4,2025-12-12 19:01:51
194,57,5,2024-09-30 17:29:04
33,256,2,2025-07-29 03:16:20
240,189,2,2024-09-01 12:59:25
451,53,3,2024-12-17 12:32:37
118,114,2,2025-05-21 04:36:48
342,272,5,2025-08-18 14:58:18
536,233,1,2025-11-24 10:46:30
24,146,5,2024-02-15 18:32:54
352,50,3,2024-05-13 01:46:18
395,254,5,2024-10-31 09:47:24
342,53,5,2024-05-11 11:42:06
259,103,2,2025-03-08 01:50:50
189,26,3,2025-05-02 01:31:37
89,13,5,2025-05-16 11:24:16
258,3,4,2025-06-27 13:16:41
13,37,5,2025-03-17 12:30:34
88,263,5,2024-01-02 07:18:31
295,245,5,2024-08-11 17:04:21
213,281,3,2025-06-26 08:56:58
339,227,4,2024-01-27 19:31:23
488,1,3,2024-01-08 10:33:29
25,130,1,2024-09-16 10:58:27
180,40,2,2024-07-16 16:43:48
456,246,3,2025-05-26 21:17:55
388,285,5,2024-03-31 16:15:38
136,182,4,2024-11-01 05:45:38
99,237,4,2024-11-14 12:57:44
71,188,5,2025-11-10 05:36:14
13,65,5,2024-03-23 04:16:34
287,285,1,2025-11-29 00:43:30
390,299,3,2025-10-16 08:11:42
61,253,3,2025-11-23 09:37:23
393,138,3,2024-12-29 10:33:34
393,110,3,2024-04-21 21:42:13
97,1,3,2025-09-21 17:54:01
372,189,4,2025-01-19 18:13:09
70,78,1,2024-05-07 10:30:36
427,50,3,2024-12-31 10:38:00
236,174,5,2025-09-19 23:18:58
514,26,3,2024-11-13 12:17:20
541,219,3,2024-08-22 14:02:03
512,286,3,2025-06-20 05:15:19
127,156,4,2025-04-16 01:10:06
446,142,1,2024-08-24 11:42:10
155,272,5,2025-01-17 17:46:14
582,59,4,2024-02-17 13:32:07
151,186,2,2025-10-29 07:40:21
266,256,2,2024-07-08 20:39:46
516,83,3,2024-10-30 13:10:53
144,39,5,2024-03-31 15:47:55
363,153,2,2024-08-25 01:25:29
63,147,5,2024-07-28 03:06:39
539,252,3,2025-07-05 21:11:22
298,12,4,2025-12-04 11:23:05
497,49,2,2024-01-23 01:46:35
93,229,1,2024-12-03 04:19:15
557,248,5,2025-01-18 19:16:15
44,213,1,2024-02-09 04:42:06
230,194,4,2025-01-17 22:25:30
105,229,3,2025-12-28 04:12:02
315,219,3,2024-07-17 23:29:09
276,237,1,2024-06-21 19:24:16
426,65,3,2025-07-20 14:06:55
297,60,4,2025-12-02 19:41:21
44,246,2,2024-09-19 03:18:12
22,66,2,2024-10-13 00:47:56
389,231,5,2025-04-20 07:01:19
33,176,2,2025-12-23 04:43:21
510,84,3,2025-07-29 01:31:04
591,124,1,2024-06-20 10:04:29
116,231,5,2024-09-21 04:19:47
164,266,1,2024-04-01 13:18:39
435,236,5,2024-06-03 15:37:34
116,223,4,2024-10-25 09:35:15
82,25,4,2025-09-29 15:45:55
382,104,3,2025-02-26 21:40:03
290,20,5,2024-05-16 11:42:57
206,24,1,2024-10-07 05:11:29
3,36,2,2024-09-27 19:17:14
549,97,5,2025-05-05 02:39:12
496,146,5,2024-06-14 04:33:56
231,237,2,2024-07-15 01:27:17
23,237,4,2025-08-21 06:45:40
244,20,3,2024-10-29 10:03:45
278,152,5,2025-04-22 18:18:14
580,134,2,2025-04-07 10:10:05
305,17,4,2025-05-26 13:57:27
392,109,2,2024-02-04 11:57:57
91,30,4,2024-05-26 07:24:49
27,40,5,2024-04-15 15:12:20
59,38,4,2024-09-28 14:16:26
260,48,4,2024-02-25 05:47:05
236,140,5,2025-03-09 09:49:14
561,119,4,2024-08-16 12:43:35
555,28,4,2025-01-03 11:24:58
367,6,2,2024-05-30 23:56:34
532,52,2,2024-09-18 15:02:01
443,221,5,2024-01-01 00:57:37
488,101,4,2025-09-17 07:47:51
548,228,3,2025-12-15 22:35:54
210,283,3,2024-11-04 21:50:02
332,130,3,2025-07-03 10:36:12
438,113,1,2024-12-09 23:47:44
110,188,1,2024-02-27 21:01:25
384,5,4,2024-09-25 18:58:07
550,145,2,2025-08-10 01:40:55
51,182,5,2025-04-02 02:49:28
445,277,3,2024-06-04 20:21:01
431,39,3,2024-01-14 18:30:48
595,185,3,2024-04-14 12:13:06
98,297,2,2025-10-13 18:59:10
351,51,4,2024-06-22 00:23:34
89,272,5,2024-01-09 00:16:10
101,77,5,2025-05-17 00:18:39
101,137,5,2025-03-03 23:20:43
39,270,2,2025-04-16 12:15:50
3,211,3,2025-08-17 22:19:30
333,272,4,2025-10-13 06:09:48
526,59,5,2024-05-29 17:04:22
78,136,1,2025-02-27 05:21:05
349,206,5,2024-09-19 14:20:59
63,220,5,2024-10-28 13:27:59
433,246,5,2025-08-11 20:42:45
387,253,5,2025-02-11 06:59:05
130,134,2,2025-06-24 13:06:24
270,55,5,2025-01-31 13:53:32
302,128,5,2024-01-23 20:02:51
345,285,2,2024-08-27 15:25:29
62,1,2,2024-02-19 22:16:43
345,84,3,2025-10-25 18:20:10
452,146,4,2025-01-13 04:26:27
463,184,5,2025-10-21 21:21:26
441,88,1,2024-04-11 13:10:09
154,286,3,2025-09-30 05:13:26
570,252,3,2024-02-11 08:08:00
210,289,1,2024-07-16 01:55:54
225,237,1,2024-11-20 07:00:37
472,20,1,2024-02-22 13:29:13
556,288,1,2024-08-22 07:32:27
491,43,1,2025-11-02 07:40:22
227,115,2,2025-08-15 02:40:41
249,248,4,2025-03-25 04:39:12
351,5,3,2024-09-07 09:04:31
323,233,4,2025-06-20 11:15:23
48,43,2,2025-01-04 22:20:17
283,49,5,2024-11-05 07:47:15
378,135,4,2024-10-23 20:40:43
84,146,4,2024-12-06 14:17:06
328,281,5,2025-06-14 11:44:04
159,201,4,2024-07-31 15:47:01
320,287,5,2025-04-04 13:51:45
526,138,2,2024-06-12 21:22:49
443,44,4,2024-02-19 03:24:02
596,252,4,2025-11-13 19:07:18
202,114,5,2025-02-10 09:53:45
262,220,3,2025-03-13 03:19:14
54,34,5,2024-09-19 14:38:11
326,188,3,2024-02-28 02:23:42
31,205,5,2024-03-07 09:19:14
444,40,1,2024-01-26 14:17:30
330,102,2,2024-05-28 08:11:30
436,234,2,2025-08-15 14:35:11
293,252,5,2025-07-19 08:56:00
433,236,3,2025-05-21 07:11:22
395,155,4,2024-12-12 16:33:00
77,75,1,2024-10-21 19:26:43
449,289,3,2025-12-06 01:26:54
325,66,3,2025-05-27 03:17:13
396,118,3,2025-11-04 09:22:08
277,262,3,2025-06-09 01:57:23
195,266,1,2024-08-11 04:12:30
598,188,3,2024-12-20 17:48:54
560,66,3,2024-03-07 08:46:06
494,182,3,2024-08-23 22:03:57
530,115,4,2024-11-01 12:57:42
515,104,5,2025-07-10 21:18:10
392,245,3,2025-11-20 19:37:30
69,187,3,2025-07-05 06:59:31
310,83,5,2025-01-18 21:17:02
93,107,4,2025-03-03 04:33:38
369,174,1,2025-01-24 00:32:14
186,44,5,2024-06-16 15:43:02
218,5,1,2024-01-21 05:25:49
436,50,5,2025-09-16 15:44:48
111,75,2,2024-03-10 17:38:30
54,66,3,2025-07-29 19:08:13
95,156,5,2025-07-15 11:34:04
171,20,2,2025-11-04 05:09:08
428,104,4,2025-05-09 06:10:24
68,73,5,2025-03-19 22:59:02
180,182,5,2025-09-04 02:31:19
354,201,2,2025-03-12 16:41:31
111,241,5,2024-05-28 23:23:34
44,218,5,2024-04-05 15:14:03
94,2,3,2024-05-30 14:48:28
499,186,1,2025-10-23 10:55:13
583,38,3,2025-11-01 12:41:02
597,62,3,2024-12-03 00:48:58
433,196,3,2025-12-12 02:01:51
115,25,2,2025-10-03 02:14:31
417,254,1,2024-06-01 03:08:19
59,93,4,2025-12-23 05:49:06
97,114,4,2025-12-07 19:48:41
314,232,3,2024-11-30 19:27:44
299,73,1,2024-12-17 15:31:26
201,223,4,2025-02-21 19:45:56
137,248,3,2024-03-22 06:53:39
285,71,3,2025-02-09 21:44:19
197,200,2,2025-01-28 06:47:38
332,200,3,2025-08-18 13:53:57
545,86,3,2025-12-27 10:59:30
236,147,5,2025-03-09 06:18:55
213,246,3,2025-08-08 22:55:33
38,8,4,2024-05-31 02:53:26
260,196,3,2024-02-22 15:12:43
175,46,2,2024-11-06 04:36:37
557,205,5,2025-06-07 07:43:18
389,15,3,2024-01-21 07:36:36
269,221,4,2024-09-04 19:47:01
267,125,3,2024-02-15 16:23:39
37,197,5,2025-08-12 08:02:22
2,118,3,2025-11-28 14:43:14
119,34,5,2025-08-13 06:35:46
201,52,5,2024-03-17 17:35:54
380,67,4,2024-09-19 09:56:11
421,77,3,2025-11-17 09:30:45
141,12,2,2024-09-10 01:17:55
459,152,3,2025-05-23 15:54:33
484,188,3,2025-05-15 05:39:54
419,50,5,2025-09-26 22:04:37
456,101,3,2024-09-24 14:07:27
386,284,3,2024-07-29 13:17:04
71,30,3,2024-05-20 20:39:55
367,184,3,2024-06-18 05:43:43
186,109,3,2025-05-15 16:09:08
490,246,3,2024-05-09 20:23:40
514,142,1,2024-04-05 00:04:18
575,198,4,2025-02-01 05:58:06
358,274,3,2024-05-25 00:03:12
167,3,3,2025-01-30 07:02:21
373,208,4,2024-08-13 09:20:47
275,3,4,2024-12-07 03:09:26
226,83,3,2024-06-22 22:20:51
371,188,3,2024-10-12 01:49:48
343,184,4,2024-01-08 02:40:55
308,191,4,2025-08-16 08:12:20
472,19,1,2025-04-17 08:47:32
128,236,3,2024-12-10 13:10:28
591,220,3,2024-11-15 06:42:44
151,208,4,2024-04-09 08:17:18
336,220,3,2025-04-10 05:28:47
507,124,1,2024-12-21 01:58:34
590,81,1,2024-03-09 23:07:37
330,182,4,2025-09-27 18:03:56
345,286,4,2024-07-21 15:42:57
118,105,1,2024-09-21 09:52:27
109,245,2,2024-11-11 04:57:35
344,130,4,2024-07-18 21:09:22
45,248,3,2025-08-15 13:28:18
17,185,4,2024-09-05 17:15:18
189,262,5,2024-02-24 04:24:12
242,273,3,2025-03-08 17:15:49
316,218,4,2024-10-30 02:57:23
261,117,2,2024-05-08 19:10:45
592,254,2,2025-07-16 10:09:08
107,199,2,2025-08-07 19:28:25
197,235,2,2025-09-17 11:13:14
102,297,5,2025-09-17 23:48:21
4,23,5,2024-10-11 17:26:06
135,89,1,2024-05-21 12:14:13
598,280,2,2025-12-13 05:48:09
465,31,3,2025-08-09 09:48:24
22,211,5,2025-10-27 08:15:41
303,197,4,2024-02-05 02:30:23
213,297,5,2024-05-05 00:56:19
69,109,3,2024-02-02 07:34:34
522,73,1,2024-07-03 16:01:45
426,297,1,2025-12-13 04:59:09
383,8,2,2024-03-14 16:51:25
93,137,5,2024-08-17 09:59:00
171,142,4,2025-03-07 03:36:21
266,201,4,2024-01-21 11:08:33
520,149,1,2024-08-14 08:24:48
368,156,5,2024-03-13 14:55:03
29,99,5,2024-05-27 06:14:17
200,111,4,2024-08-21 10:30:16
204,75,3,2025-10-23 15:16:42
586,229,4,2025-04-11 14:21:29
221,57,2,2025-12-25 17:55:05
371,65,5,2024-09-01 12:36:09
264,181,5,2025-07-19 19:18:40
210,7,4,2025-11-30 12:01:44
138,228,1,2025-08-26 00:25:24
146,67,2,2024-01-29 20:26:02
416,53,5,2025-07-25 02:22:59
137,125,4,2024-09-26 17:42:48
72,187,1,2024-01-01 01:28:51
454,147,1,2024-06-11 21:14:09
589,270,3,2025-10-13 00:35:10
479,284,2,2024-07-30 09:31:28
332,174,3,2024-06-11 21:11:05
263,38,4,2025-05-07 17:35:50
542,123,5,2024-03-21 20:25:55
360,213,3,2025-12-29 13:12:46
31,297,4,2025-11-08 01:44:36
356,39,1,2024-07-05 05:11:35
305,116,2,2024-04-27 14:12:06
192,130,1,2024-06-25 03:12:29
376,237,2,2025-11-28 06:08:40
205,262,5,2025-05-21 03:06:11
46,228,1,2025-12-05 22:38:29
577,40,1,2025-01-27 07:46:26
341,252,2,2024-01-21 09:37:18
119,115,3,2025-07-19 23:53:04
126,59,2,2024-04-03 11:44:44
230,2,4,2024-08-26 03:47:55
50,81,4,2025-09-01 00:14:58
96,271,5,2025-12-23 18:18:27
262,62,2,2024-12-05 12:13:35
219,155,3,2025-03-05 00:43:22
544,292,4,2025-11-07 18:39:45
515,59,4,2025-09-06 03:46:08
158,20,5,2024-06-17 07:08:53
81,201,3,2024-05-07 01:49:19
595,31,2,2025-03-08 08:42:20
525,137,5,2025-08-02 01:59:47
391,77,5,2024-07-31 07:30:36
573,8,2,2024-05-19 07:44:26
566,223,4,2024-08-22 23:51:58
162,281,1,2025-04-16 03:15:11
446,47,5,2024-02-12 09:02:42
520,236,4,2024-07-31 21:04:47
431,219,4,2024-09-21 01:42:41
112,17,5,2025-11-10 02:54:59
360,239,2,2025-02-19 01:37:29
234,152,6,2025-10-20 05:25:34
96,146,1,2024-07-02 12:20:09
168,249,3,2024-03-12 04:45:20
533,83,2,2025-05-24 02:16:23
326,176,1,2024-03-06 14:26:39
482,269,2,2025-11-18 05:29:12
66,38,4,2025-05-26 22:19:42
262,274,5,2024-06-01 23:47:45
87,276,5,2024-09-24 09:53:34
449,38,3,2024-09-19 04:26:54
558,28,5,2024-01-26 08:22:13
289,5,5,2025-12-20 13:58:36
398,286,4,2024-08-04 03:10:54
335,158,1,2025-07-13 15:07:00
186,52,5,2025-10-19 07:36:42
114,246,1,2024-01-11 16:30:12
335,237,2,2025-05-07 17:35:08
264,187,1,2025-12-13 05:15:30
344,213,4,2025-01-23 05:50:01
46,10,1,2025-02-08 18:38:16
253,174,4,2025-06-06 13:24:24
458,229,5,2024-02-13 11:29:59
184,130,1,2025-08-26 05:46:55
244,1,3,2025-06-27 15:07:52
90,263,4,2024-04-03 11:34:03
159,188,5,2025-05-14 20:40:27
350,63,2,2025-07-22 01:20:09
359,39,3,2024-03-16 21:22:13
103,246,4,2024-09-30 07:04:39
561,52,1,2024-04-20 16:14:36
276,233,4,2024-01-12 16:26:52
408,146,3,2024-09-01 06:11:28
166,191,1,2025-08-20 00:47:08
116,286,5,2024-11-21 21:47:58
7,264,4,2024-08-03 01:27:26
257,136,2,2025-03-01 05:18:01
19,96,1,2025-11-08 18:52:36
8,102,5,2024-09-30 12:40:03
366,111,3,2025-06-11 20:41:02
161,155,4,2025-08-30 17:58:00
166,223,5,2024-07-12 05:57:33
64,254,2,2024-08-13 21:42:47
258,81,3,2025-01-18 15:23:34
22,100,5,2025-12-24 00:14:47
492,82,1,2025-06-02 11:45:51
531,97,2,2024-11-05 00:03:13
256,244,2,2024-02-29 12:08:42
342,251,5,2025-08-24 15:56:13
242,116,5,2024-07-09 18:03:58
528,130,4,2024-01-15 10:47:27
261,85,5,2024-01-29 02:24:07
474,212,2,2024-10-01 12:50:44
280,155,3,2024-03-04 14:44:19
8,182,5,2024-10-21 16:03:17
150,48,2,2024-07-29 10:03:07
124,288,4,2025-12-21 09:02:01
580,293,5,2025-12-13 08:32:49
41,86,4,2024-12-12 22:22:08
295,111,4,2024-11-02 12:13:40
207,3,4,2024-10-16 07:12:55
340,52,3,2024-09-21 09:41:26
568,98,3,2024-02-29 14:52:12
199,138,5,2024-03-16 06:57:52
588,42,1,2024-11-09 18:02:56
186,220,3,2025-08-25 13:31:34
437,208,3,2025-02-15 00:40:11
129,147,5,2024-11-29 07:54:38
77,67,2,2025-08-14 20:31:55
451,170,3,2024-11-04 11:12:19
319,63,4,2024-06-17 17:00:18
488,228,5,2025-04-14 09:56:18
357,57,2,2024-10-14 19:26:28
513,223,4,2024-11-18 23:26:58
561,94,5,2025-02-26 02:08:23
183,30,5,2025-02-28 04:50:44
45,130,3,2025-07-31 17:45:36
303,174,3,2024-07-24 16:18:32
381,128,5,2024-02-03 13:53:22
301,46,1,2024-11-13 18:21:13
214,120,5,2025-12-26 04:04:02
574,83,3,2025-03-10 21:41:19
548,238,3,2025-10-26 13:15:54
34,176,2,2024-08-29 18:42:45
439,53,3,2025-01-04 11:15:29
387,156,1,2025-09-29 06:49:12
139,198,1,2025-10-18 13:38:24
340,196,3,2025-07-20 13:00:13
252,259,5,2024-02-14 11:24:05
225,59,4,2025-06-23 12:46:45
62,156,4,2024-02-07 21:27:58
362,194,3,2025-05-30 10:27:05
174,52,2,2024-02-08 03:11:23
439,117,4,2025-10-05 02:13:21
424,248,4,2024-11-09 14:43:31
475,272,4,2025-01-18 04:37:54
419,30,3,2024-11-22 05:21:00
23,100,1,2025-07-27 09:04:37
394,40,5,2025-05-14 04:59:22
571,146,1,2024-08-26 14:58:50
322,153,5,2024-10-20 14:02:03
584,292,5,2025-05-23 06:02:15
129,28,5,2025-03-25 22:21:14
453,46,5,2025-09-14 13:54:50
96,130,3,2024-01-22 21:01:54
185,15,2,2025-06-17 23:02:44
108,251,5,2025-11-15 15:51:01
285,262,2,2025-10-28 16:45:59
431,1,3,2025-04-23 21:05:07
333,94,4,2025-05-26 14:17:18
281,171,4,2024-07-24 11:26:41
402,52,3,2025-11-15 20:56:33
162,205,5,2025-11-03 13:37:30
530,89,4,2024-12-30 08:29:39
240,26,1,2025-03-26 21:05:00
410,187,3,2025-12-09 23:51:45
448,211,4,2024-01-31 01:26:20
198,70,5,2024-11-27 19:10:06
599,103,3,2024-03-23 18:16:07
215,285,2,2025-08-16 15:54:12
365,188,1,2025-12-18 09:45:00
222,17,2,2024-10-18 14:39:58
425,31,5,2024-04-09 08:21:34
200,166,2,2024-07-13 16:17:41
